synset,resource,xref,misc,confidence
07187150-n,sumo,Requesting,"⊂",
07187297-n,sumo,Requesting,"⊂",
07187486-n,sumo,Requesting,"⊂",
07187638-n,sumo,Requesting,"⊂",
07187773-n,sumo,Requesting,"⊂",
07187996-n,sumo,Requesting,"⊂",
07188238-n,sumo,Requesting,"⊂",
07188385-n,sumo,Requesting,"⊂",
07188570-n,sumo,Requesting,"⊂",
07188685-n,sumo,SocialInteraction,"⊂",
07188979-n,sumo,SocialInteraction,"⊂",
07189130-n,sumo,Praying,"⊂",
07189411-n,sumo,Requesting,"⊂",
07189562-n,sumo,Declaring,"⊂",
07189633-n,sumo,Requesting,"⊂",
07189779-n,sumo,Expressing,"⊂",
07189932-n,sumo,Praying,"⊂",
07190039-n,sumo,Expressing,"⊂",
07190188-n,sumo,Requesting,"⊂",
07190290-n,sumo,Requesting,"⊂",
07190474-n,sumo,Requesting,"⊂",
07190584-n,sumo,Requesting,"⊂",
07190693-n,sumo,Requesting,"⊂",
07190840-n,sumo,Requesting,"⊂",
07190941-n,sumo,Requesting,"⊂",
07191162-n,sumo,Certificate,"⊂",
07191279-n,sumo,Requesting,"⊂",
07191569-n,sumo,Requesting,"⊂",
07191696-n,sumo,Requesting,"⊂",
07191777-n,sumo,Requesting,"⊂",
07191950-n,sumo,Requesting,"⊂",
07192129-n,sumo,Requesting,"⊂",
07192240-n,sumo,Requesting,"⊂",
07192511-n,sumo,Requesting,"⊂",
07192661-n,sumo,Requesting,"⊂",
07192845-n,sumo,Requesting,"⊂",
07192990-n,sumo,Requesting,"⊂",
07193184-n,sumo,Questioning,=,
07193405-n,sumo,Questioning,"⊂",
07193596-n,sumo,Questioning,"⊂",
07193958-n,sumo,Questioning,"⊂",
07194293-n,sumo,Questioning,"⊂",
07194499-n,sumo,Questioning,"⊂",
07194676-n,sumo,Questioning,"⊂",
07194811-n,sumo,Ordering,"⊂",
07194950-n,sumo,Questioning,"⊂",
07195241-n,sumo,Questioning,"⊂",
07195404-n,sumo,Questioning,"⊂",
07195630-n,sumo,Questioning,"⊂",
07195765-n,sumo,Questioning,"⊂",
07195969-n,sumo,Questioning,"⊂",
07196075-n,sumo,Questioning,"⊂",
07196405-n,sumo,Questioning,"⊂",
07196575-n,sumo,Questioning,"⊂",
07196682-n,sumo,Questioning,"⊂",
07197021-n,sumo,Text,"⊂",
07197537-n,sumo,Text,"⊂",
07197889-n,sumo,Text,"⊂",
07198119-n,sumo,Text,"⊂",
07198276-n,sumo,Comparing,"⊂",
07198437-n,sumo,Text,"⊂",
07198605-n,sumo,Comparing,"⊂",
07198757-n,sumo,Comparing,"⊂",
07198846-n,sumo,Comparing,"⊂",
07199013-n,sumo,Comparing,"⊂",
07199191-n,sumo,Comparing,"⊂",
07199328-n,sumo,Text,"⊂",
07199456-n,sumo,Comparing,"⊂",
07199565-n,sumo,Stating,"⊂",
07199814-n,sumo,Stating,"⊂",
07199922-n,sumo,Stating,"⊂",
07200290-n,sumo,Stating,"⊂",
07200421-n,sumo,Stating,"⊂",
07200527-n,sumo,Answering,=,
07200692-n,sumo,Answering,"⊂",
07200813-n,sumo,Stating,"⊂",
07201105-n,sumo,Stating,"⊂",
07201220-n,sumo,Stating,"⊂",
07201365-n,sumo,Stating,"⊂",
07201562-n,sumo,Stating,"⊂",
07201804-n,sumo,Stating,"⊂",
07202311-n,sumo,LinguisticExpression,"⊂",
07202391-n,sumo,Text,"⊂",
07202579-n,sumo,LinguisticExpression,"⊂",
07202812-n,sumo,Text,"⊂",
07203016-n,sumo,Text,"⊂",
07203126-n,sumo,Stating,=,
07203388-n,sumo,Statement,"⊂",
07203613-n,sumo,Stating,"⊂",
07203696-n,sumo,Stating,"⊂",
07203900-n,sumo,Stating,"⊂",
07204008-n,sumo,Stating,"⊂",
07204110-n,sumo,Statement,"⊂",
07204240-n,sumo,Stating,"⊂",
07204401-n,sumo,Stating,"⊂",
07204665-n,sumo,Stating,"⊂",
07204822-n,sumo,Stating,"⊂",
07204911-n,sumo,Stating,"⊂",
07205104-n,sumo,not,=,
07205210-n,sumo,Stating,"⊂",
07205308-n,sumo,Sentence,"⊂",
07205439-n,sumo,Sentence,"⊂",
07205573-n,sumo,Committing,"⊂",
07205718-n,sumo,Committing,"⊂",
07205946-n,sumo,Stating,"⊂",
07206096-n,sumo,Stating,"⊂",
07206302-n,sumo,Stating,"⊂",
07206461-n,sumo,Stating,"⊂",
07206596-n,sumo,Stating,"⊂",
07206800-n,sumo,Stating,"⊂",
07206887-n,sumo,Proposition,"⊂",
07207142-n,sumo,Declaring,"⊂",
07207273-n,sumo,Expressing,"⊂",
07207410-n,sumo,Expressing,"⊂",
07207680-n,sumo,Expressing,"⊂",
07207860-n,sumo,Expressing,"⊂",
07208000-n,sumo,Expressing,"⊂",
07208184-n,sumo,Expressing,"⊂",
07208338-n,sumo,ExpressingDisapproval,"⊂",
07208565-n,sumo,Expressing,"⊂",
07208708-n,sumo,Expressing,"⊂",
07208930-n,sumo,Expressing,"⊂",
07209089-n,sumo,Expressing,"⊂",
07209305-n,sumo,Expressing,"⊂",
07209533-n,sumo,Expressing,"⊂",
07209691-n,sumo,Expressing,"⊂",
07209868-n,sumo,Expressing,"⊂",
07209965-n,sumo,Expressing,"⊂",
07210225-n,sumo,Expressing,"⊂",
07210553-n,sumo,Expressing,"⊂",
07210801-n,sumo,Expressing,"⊂",
07210951-n,sumo,Expressing,"⊂",
07211092-n,sumo,Expressing,"⊂",
07211374-n,sumo,Expressing,"⊂",
07211503-n,sumo,Expressing,"⊂",
07211604-n,sumo,Expressing,"⊂",
07211752-n,sumo,Expressing,"⊂",
07211950-n,sumo,Expressing,"⊂",
07212190-n,sumo,Stating,=,
07212424-n,sumo,Stating,"⊂",
07212612-n,sumo,Certificate,"⊂",
07212874-n,sumo,Predicting,=,
07213079-n,sumo,Certificate,"⊂",
07213232-n,sumo,Stating,"⊂",
07213395-n,sumo,Communication,"⊂",
07213717-n,sumo,Expressing,"⊂",
07213889-n,sumo,Expressing,"⊂",
07213989-n,sumo,Expressing,"⊂",
07214150-n,sumo,Expressing,"⊂",
07214267-n,sumo,Stating,"⊂",
07214432-n,sumo,Investigating,"⊂",
07214642-n,sumo,Communication,"⊂",
07214894-n,sumo,Communication,"⊂",
07214994-n,sumo,Communication,"⊂",
07215185-n,sumo,Communication,"⊂",
07215377-n,sumo,Communication,"⊂",
07215568-n,sumo,Communication,"⊂",
07215816-n,sumo,Communication,"⊂",
07215948-n,sumo,Stating,"⊂",
07216083-n,sumo,Stating,"⊂",
07216228-n,sumo,Stating,"⊂",
07216412-n,sumo,Committing,"⊂",
07216615-n,sumo,Committing,"⊂",
07216761-n,sumo,Committing,"⊂",
07217117-n,sumo,Committing,"⊂",
07217260-n,sumo,Committing,"⊂",
07217349-n,sumo,Communication,"⊂",
07217579-n,sumo,Communication,"⊂",
07217673-n,sumo,Communication,"⊂",
07217782-n,sumo,Directing,"⊂",
07217924-n,sumo,Stating,=,
07218299-n,sumo,Stating,"⊂",
07218470-n,sumo,Report,"⊂",
07218853-n,sumo,FactualText,"⊂",
07219004-n,sumo,Proposition,"⊂",
07219162-n,sumo,Report,"⊂",
07219297-n,sumo,Report,"⊂",
07219530-n,sumo,Book,"⊂",
07219636-n,sumo,Book,"⊂",
07219751-n,sumo,Report,"⊂",
07219923-n,sumo,Text,"⊂",
07220045-n,sumo,Report,"⊂",
07220178-n,sumo,Text,"⊂",
07220300-n,sumo,Text,"⊂",
07220466-n,sumo,Stating,"⊂",
07220586-n,sumo,Stating,"⊂",
07220773-n,sumo,Text,"⊂",
07221094-n,sumo,Proposition,"⊂",
07221623-n,sumo,Text,"∈",
07221756-n,sumo,HistoricalAccount,"⊂",
07221939-n,sumo,Text,"⊂",
07222050-n,sumo,Text,"⊂",
07222230-n,sumo,Text,"∈",
07222433-n,sumo,Text,"⊂",
07222581-n,sumo,ShortStory,"⊂",
07222728-n,sumo,Text,"⊂",
07222823-n,sumo,Communication,"⊂",
07223094-n,sumo,Communication,"⊂",
07223170-n,sumo,Text,"⊂",
07223450-n,sumo,HistoricalAccount,"⊂",
07223635-n,sumo,Text,"⊂",
07223811-n,sumo,Text,"⊂",
07223985-n,sumo,Text,"⊂",
07224151-n,sumo,Predicting,=,
07224481-n,sumo,Predicting,"⊂",
07224684-n,sumo,Communication,"⊂",
07224774-n,sumo,Communication,"⊂",
07224923-n,sumo,Procedure,"⊂",
07225167-n,sumo,Communication,"⊂",
07225333-n,sumo,Expressing,"⊂",
07225450-n,sumo,Communication,"⊂",
07225577-n,sumo,Predicting,"⊂",
07225696-n,sumo,Communication,"⊂",
07225857-n,sumo,Communication,"⊂",
07226015-n,sumo,Threatening,"⊂",
07226151-n,sumo,Communication,"⊂",
07226330-n,sumo,Communication,"⊂",
07226545-n,sumo,Committing,"⊂",
07226841-n,sumo,Committing,"⊂",
07227055-n,sumo,Committing,"⊂",
07227158-n,sumo,Committing,"⊂",
07227301-n,sumo,Committing,"⊂",
07227406-n,sumo,Committing,"⊂",
07227589-n,sumo,Committing,"⊂",
07227772-n,sumo,Committing,"⊂",
07228105-n,sumo,Committing,"⊂",
07228211-n,sumo,Committing,"⊂",
07228349-n,sumo,Committing,"⊂",
07228531-n,sumo,Committing,"⊂",
07228630-n,sumo,Committing,"⊂",
07228751-n,sumo,Committing,"⊂",
07228971-n,sumo,Thanking,"⊂",
07229111-n,sumo,Expressing,"⊂",
07229245-n,sumo,Thanking,"⊂",
07229341-n,sumo,Expressing,"⊂",
07229530-n,sumo,Communication,"⊂",
07229747-n,sumo,Communication,"⊂",
07230089-n,sumo,Communication,"⊂",
07230227-n,sumo,Communication,"⊂",
07230320-n,sumo,Stating,"⊂",
07230502-n,sumo,Stating,"⊂",
07230796-n,sumo,Stating,"⊂",
07230959-n,sumo,Stating,"⊂",
07231048-n,sumo,Stating,"⊂",
07231199-n,sumo,Stating,"⊂",
07231294-n,sumo,Requesting,"⊂",
07231532-n,sumo,Requesting,"⊂",
07231728-n,sumo,Requesting,"⊂",
07231840-n,sumo,Requesting,"⊂",
07231943-n,sumo,Requesting,"⊂",
07232053-n,sumo,Requesting,"⊂",
07232189-n,sumo,Requesting,"⊂",
07232275-n,sumo,Requesting,"⊂",
07232421-n,sumo,Communication,"⊂",
07232655-n,sumo,Interpreting,"⊂",
07232811-n,sumo,Interpreting,"⊂",
07232988-n,sumo,ExpressingDisapproval,"⊂",
07233214-n,sumo,Expressing,"⊂",
07233304-n,sumo,Expressing,"⊂",
07233415-n,sumo,Expressing,"⊂",
07233542-n,sumo,Expressing,"⊂",
07233634-n,sumo,Requesting,"⊂",
07233863-n,sumo,Declaring,"⊂",
07233996-n,sumo,Requesting,"⊂",
07234230-n,sumo,Stating,"⊂",
07234657-n,sumo,Stating,"⊂",
07234735-n,sumo,Stating,"⊂",
07234881-n,sumo,Disseminating,"⊂",
07235218-n,sumo,Text,"⊂",
07235335-n,sumo,Certificate,"⊂",
07235574-n,sumo,Certificate,"⊂",
07235696-n,sumo,Certificate,"⊂",
07235790-n,sumo,Certificate,"⊂",
07235936-n,sumo,Certificate,"⊂",
07236077-n,sumo,Stating,"⊂",
07236307-n,sumo,Communication,"⊂",
07236466-n,sumo,Stating,"⊂",
07236627-n,sumo,Stating,"⊂",
07236759-n,sumo,Text,"⊂",
07236957-n,sumo,Stating,"⊂",
07237038-n,sumo,Text,"⊂",
07237234-n,sumo,Text,"⊂",
07237409-n,sumo,Stating,"⊂",
07237561-n,sumo,Stating,"⊂",
07237647-n,sumo,Stating,"⊂",
07237758-n,sumo,Stating,"⊂",
07238102-n,sumo,Stating,"⊂",
07238308-n,sumo,Stating,"⊂",
07238455-n,sumo,Stating,"⊂",
07238589-n,sumo,Stating,"⊂",
07238694-n,sumo,Lecture,=,
07239183-n,sumo,Lecture,"⊂",
07239327-n,sumo,Disseminating,"⊂",
07239428-n,sumo,Text,"⊂",
07239550-n,sumo,Lecture,"∈",
07239788-n,sumo,Communication,"⊂",
07239927-n,sumo,Music,"⊂",
07240077-n,sumo,Disseminating,"⊂",
07240278-n,sumo,Proposition,"⊂",
07240417-n,sumo,Disseminating,"⊂",
07240549-n,sumo,Lecture,"⊂",
07240763-n,sumo,Communication,"⊂",
07240925-n,sumo,Disseminating,"⊂",
07241205-n,sumo,Disseminating,"⊂",
07241551-n,sumo,Disseminating,"⊂",
07241723-n,sumo,Disseminating,"⊂",
07241837-n,sumo,Disseminating,"⊂",
07242104-n,sumo,Stating,"⊂",
07242324-n,sumo,Stating,"⊂",
07242470-n,sumo,Reciting,"⊂",
07242657-n,sumo,Disseminating,"⊂",
07242912-n,sumo,Stating,"⊂",
07243114-n,sumo,Stating,"⊂",
07243193-n,sumo,Stating,"⊂",
07243306-n,sumo,Stating,"⊂",
07243382-n,sumo,Disseminating,"⊂",
07243565-n,sumo,Disseminating,"⊂",
07243837-n,sumo,Sermon,"⊂",
07244154-n,sumo,Disseminating,"⊂",
07244305-n,sumo,ChristianService,"⊂",
07244433-n,sumo,Text,"∈",
07244613-n,sumo,Disseminating,"⊂",
07244822-n,sumo,Disseminating,"⊂",
07244949-n,sumo,Text,"⊂",
07245125-n,sumo,Directing,"⊂",
07245472-n,sumo,Communication,"⊂",
07245686-n,sumo,Directing,"⊂",
07245885-n,sumo,Directing,"⊂",
07246036-n,sumo,Directing,"⊂",
07246215-n,sumo,Requesting,"⊂",
07246382-n,sumo,Communication,"⊂",
07246469-n,sumo,Directing,"⊂",
07246582-n,sumo,Directing,"⊂",
07246742-n,sumo,Expressing,"⊂",
07246932-n,sumo,instrument,"⊂",
07247071-n,sumo,Text,"⊂",
07247451-n,sumo,Expressing,"⊂",
07247602-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07247803-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07247925-n,sumo,Directing,"⊂",
07248060-n,sumo,Text,"⊂",
07248320-n,sumo,Advertising,"⊂",
07248507-n,sumo,Directing,"⊂",
07248653-n,sumo,Directing,"⊂",
07248801-n,sumo,TimeInterval,"⊂",
07249180-n,sumo,TimeInterval,"⊂",
07249336-n,sumo,TimeInterval,"⊂",
07249426-n,sumo,Advertising,"⊂",
07249585-n,sumo,Advertising,"⊂",
07249817-n,sumo,Advertising,"⊂",
07249932-n,sumo,Advertising,"⊂",
07250034-n,sumo,Advertising,"⊂",
07250198-n,sumo,Advertising,"⊂",
07250339-n,sumo,Advertising,"⊂",
07250727-n,sumo,Advertising,"⊂",
07250868-n,sumo,TimeInterval,"⊂",
07251003-n,sumo,Advertising,"⊂",
07251148-n,sumo,Book,"⊂",
07251373-n,sumo,ContentBearingObject,"⊂",
07251619-n,sumo,Directing,"⊂",
07251779-n,sumo,Directing,"⊂",
07251984-n,sumo,Directing,"⊂",
07252206-n,sumo,Directing,"⊂",
07252378-n,sumo,Directing,"⊂",
07252764-n,sumo,Directing,"⊂",
07252967-n,sumo,Directing,"⊂",
07253142-n,sumo,Directing,"⊂",
07253482-n,sumo,Expressing,"⊂",
07253637-n,sumo,Expressing,"⊂",
07253814-n,sumo,Communication,"⊂",
07253948-n,sumo,Directing,"⊂",
07254057-n,sumo,Communication,"⊂",
07254267-n,sumo,Declaring,"⊂",
07254456-n,sumo,Declaring,"⊂",
07254594-n,sumo,Declaring,"⊂",
07254836-n,sumo,Declaring,"⊂",
07255027-n,sumo,Declaring,"⊂",
07255174-n,sumo,NormativeAttribute,"⊂",
07255299-n,sumo,NormativeAttribute,"⊂",
07255401-n,sumo,NormativeAttribute,"⊂",
07255628-n,sumo,NormativeAttribute,"⊂",
07255791-n,sumo,Communication,"⊂",
07255998-n,sumo,Communication,"⊂",
07256230-n,sumo,capability,"⊂",
07256375-n,sumo,Process,"⊂",
07256695-n,sumo,capability,"⊂",
07256932-n,sumo,capability,"⊂",
07257045-n,sumo,capability,"⊂",
07257227-n,sumo,Communication,"⊂",
07257393-n,sumo,Transfer,"⊂",
07257582-n,sumo,Icon,"⊂",
07257815-n,sumo,Icon,"⊂",
07258109-n,sumo,Icon,"⊂",
07258238-n,sumo,Icon,"⊂",
07258332-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07258664-n,sumo,Text,"⊂",
07258964-n,sumo,Text,"⊂",
07259145-n,sumo,Icon,"⊂",
07259319-n,sumo,Icon,"⊂",
07259438-n,sumo,Icon,"⊂",
07259610-n,sumo,Icon,"⊂",
07259772-n,sumo,Procedure,"⊂",
07259984-n,sumo,EngineeringComponent,"⊂",
07260175-n,sumo,Proposition,"⊂",
07260332-n,sumo,Proposition,"⊂",
07260493-n,sumo,Procedure,"⊂",
07260623-n,sumo,NormativeAttribute,"⊂",
07261143-n,sumo,NormativeAttribute,"⊂",
07261300-n,sumo,TimeInterval,"⊂",
07261542-n,sumo,NormativeAttribute,"⊂",
07261782-n,sumo,NormativeAttribute,"⊂",
07261955-n,sumo,NormativeAttribute,"⊂",
07262108-n,sumo,Device,"⊂",
07262278-n,sumo,Device,"⊂",
07262354-n,sumo,Device,"⊂",
07262462-n,sumo,Icon,"⊂",
07262579-n,sumo,Icon,"⊂",
07262704-n,sumo,Icon,"⊂",
07262942-n,sumo,Clothing,"⊂",
07263053-n,sumo,Device,"⊂",
07263220-n,sumo,Communication,"⊂",
07263358-n,sumo,Icon,"⊂",
07263503-n,sumo,Icon,"⊂",
07263745-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07263897-n,sumo,Device,"⊂",
07264086-n,sumo,Icon,"⊂",
07264213-n,sumo,Icon,"⊂",
07264384-n,sumo,Weapon,"⊂",
07264484-n,sumo,RadiatingLight,"⊂",
07264615-n,sumo,Device,"⊂",
07264725-n,sumo,Icon,"⊂",
07264820-n,sumo,Icon,"⊂",
07264925-n,sumo,Icon,"⊂",
07265075-n,sumo,Text,"⊂",
07265170-n,sumo,Icon,"⊂",
07265276-n,sumo,RadiatingSound,"⊂",
07265381-n,sumo,RadiatingSound,"⊂",
07265508-n,sumo,RadiatingSound,"⊂",
07265619-n,sumo,ContentBearingObject,"⊂",
07265789-n,sumo,represents,"⊂",
07265886-n,sumo,represents,"⊂",
07265990-n,sumo,Device,"⊂",
07266178-n,sumo,Artifact,"⊂",
07266442-n,sumo,Artifact,"⊂",
07266573-n,sumo,Artifact,"⊂",
07266665-n,sumo,Artifact,"⊂",
07266776-n,sumo,Artifact,"⊂",
07266879-n,sumo,Artifact,"⊂",
07266979-n,sumo,Artifact,"⊂",
07267067-n,sumo,Icon,"⊂",
07267160-n,sumo,Icon,"⊂",
07267309-n,sumo,Icon,"⊂",
07267461-n,sumo,Icon,"⊂",
07267573-n,sumo,Icon,"⊂",
07267702-n,sumo,Artifact,"⊂",
07267795-n,sumo,Icon,"⊂",
07267931-n,sumo,Icon,"⊂",
07268035-n,sumo,Icon,"⊂",
07268166-n,sumo,UnilateralGiving,"⊂",
07268302-n,sumo,UnilateralGiving,"⊂",
07268413-n,sumo,BodyPart,"⊂",
07268603-n,sumo,Character,"⊂",
07268759-n,sumo,UnilateralGiving,"⊂",
07268967-n,sumo,UnilateralGiving,"⊂",
07269163-n,sumo,Character,"⊂",
07269430-n,sumo,Character,"⊂",
07269552-n,sumo,UnilateralGiving,"⊂",
07269758-n,sumo,Icon,"⊂",
07269916-n,sumo,Icon,"⊂",
07270179-n,sumo,ContentBearingObject,"⊂",
07270601-n,sumo,Character,"⊂",
07270718-n,sumo,ContentBearingObject,"⊂",
07270893-n,sumo,ContentBearingObject,"⊂",
07271052-n,sumo,Icon,"⊂",
07271167-n,sumo,Icon,"⊂",
07271280-n,sumo,ContentBearingObject,"⊂",
07271478-n,sumo,ContentBearingObject,"⊂",
07271648-n,sumo,ContentBearingObject,"⊂",
07271791-n,sumo,Icon,"⊂",
07271942-n,sumo,Icon,"⊂",
07272084-n,sumo,ContentBearingObject,"⊂",
07272172-n,sumo,ContentBearingObject,"⊂",
07272416-n,sumo,ContentBearingObject,"⊂",
07272545-n,sumo,ContentBearingObject,"⊂",
07272694-n,sumo,ContentBearingObject,"⊂",
07272807-n,sumo,ContentBearingObject,"⊂",
07272920-n,sumo,ContentBearingObject,"⊂",
07273024-n,sumo,ContentBearingObject,"⊂",
07273136-n,sumo,Label,"⊂",
07273416-n,sumo,Label,"⊂",
07273616-n,sumo,ContentBearingObject,"⊂",
07273802-n,sumo,Icon,"⊂",
07273924-n,sumo,Shrugging,"⊂",
07274027-n,sumo,BodyMotion,"⊂",
07274197-n,sumo,BodyMotion,"⊂",
07274316-n,sumo,BodyMotion,"⊂",
07274425-n,sumo,BodyMotion,"⊂",
07274730-n,sumo,BodyMotion,"⊂",
07274890-n,sumo,BodyMotion,"⊂",
07275078-n,sumo,BodyMotion,"⊂",
07275275-n,sumo,BodyMotion,"⊂",
07275489-n,sumo,BodyMotion,"⊂",
07275713-n,sumo,Bowing,"⊂",
07275823-n,sumo,Obligation,"⊂",
07276018-n,sumo,LinguisticExpression,"⊂",
07276242-n,sumo,Obligation,"⊂",
07276414-n,sumo,Certificate,"⊂",
07276538-n,sumo,Stating,"⊂",
07276732-n,sumo,LegalCharge,"⊂",
07277158-n,sumo,Text,"⊂",
07277384-n,sumo,Text,"⊂",
07277697-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07277915-n,sumo,Music,"⊂",
07278014-n,sumo,Music,"⊂",
07278146-n,sumo,Music,"⊂",
07278256-n,sumo,Music,"⊂",
07278365-n,sumo,Music,"⊂",
07278510-n,sumo,Music,"⊂",
07278582-n,sumo,Music,"⊂",
07278652-n,sumo,Music,"⊂",
07278775-n,sumo,Music,"⊂",
07278925-n,sumo,Music,"⊂",
07279045-n,sumo,LinguisticExpression,"⊂",
07279285-n,sumo,Communication,"⊂",
07279453-n,sumo,Communication,"⊂",
07279687-n,sumo,Requesting,"⊂",
07279968-n,sumo,Requesting,"⊂",
07280072-n,sumo,Requesting,"⊂",
07280295-n,sumo,Communication,"⊂",
07280424-n,sumo,Music,"⊂",
07280599-n,sumo,Communication,"⊂",
07280754-n,sumo,Music,"⊂",
07280941-n,sumo,not,=,
07281099-n,sumo,Text,"⊂",
07281219-n,sumo,Music,"⊂",
07281375-n,sumo,Music,"⊂",
07281523-n,sumo,Language,"⊂",
07281635-n,sumo,Music,"⊂",
07281871-n,sumo,Vocalizing,"⊂",
07282006-n,sumo,Music,"⊂",
07282166-n,sumo,Vocalizing,"⊂",
07282289-n,sumo,Explanation,"⊂",
07282497-n,sumo,Book,"⊂",
07282695-n,sumo,Statement,"⊂",
07282929-n,sumo,Book,"∈",
07283065-n,sumo,Region,"∈",
07283198-n,sumo,Book,"⊂",
07283364-n,sumo,Process,"⊂",
07283473-n,sumo,Process,"⊂",
07283608-n,sumo,Process,"⊂",
07284554-n,sumo,Process,"⊂",
07284848-n,sumo,Process,"⊂",
07285036-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07285191-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07285403-n,sumo,experiencer,=,
07285872-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07286014-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07286278-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07286368-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07286799-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07286905-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07286999-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07287088-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07287288-n,sumo,Process,"⊂",
07287472-n,sumo,Death,=,
07287610-n,sumo,Process,"⊂",
07287730-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07287812-n,sumo,Process,"⊂",
07288024-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07288215-n,sumo,experiencer,=,
07288385-n,sumo,Process,"⊂",
07288485-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07288639-n,sumo,SocialInteraction,"⊂",
07288801-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07289014-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07289358-n,sumo,Process,"⊂",
07289481-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07289588-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07289831-n,sumo,Process,"⊂",
07289956-n,sumo,Process,"⊂",
07290144-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07290278-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07290503-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07290761-n,sumo,Process,"⊂",
07290905-n,sumo,BeginFn,=,
07291215-n,sumo,Process,"⊂",
07291312-n,sumo,EndFn,"⊂",
07291794-n,sumo,EndFn,=,
07292118-n,sumo,EndFn,"⊂",
07292273-n,sumo,EndFn,"⊂",
07292418-n,sumo,EndFn,"⊂",
07292577-n,sumo,EndFn,"⊂",
07292694-n,sumo,result,=,
07293080-n,sumo,result,"⊂",
07293180-n,sumo,manner,"⊂",
07293391-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07293475-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07293546-n,sumo,ConstantQuantity,"⊂",
07293678-n,sumo,ConstantQuantity,"⊂",
07293903-n,sumo,ConstantQuantity,"⊂",
07294019-n,sumo,result,"⊂",
07294260-n,sumo,result,"⊂",
07294423-n,sumo,EndFn,"⊂",
07294550-n,sumo,result,"⊂",
07294699-n,sumo,result,"⊂",
07294777-n,sumo,result,"⊂",
07294907-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07295047-n,sumo,result,"⊂",
07295391-n,sumo,EndFn,"⊂",
07295507-n,sumo,causes,"⊂",
07295629-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07295850-n,sumo,Process,"⊂",
07295955-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07296083-n,sumo,Process,"⊂",
07296190-n,sumo,Process,"⊂",
07296428-n,sumo,Process,"⊂",
07297376-n,sumo,Process,"⊂",
07297633-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07297811-n,sumo,Process,"⊂",
07297927-n,sumo,Process,"⊂",
07298154-n,sumo,SubjectiveAssessmentAttribute,"⊂",
07298396-n,sumo,SubjectiveAssessmentAttribute,"⊂",
